Title,Ingredients,Instructions
sashimi,"['4 oranges', '1 or 2 limes', '1 tablespoon soy sauce', '3 tablespoons grapeseed oil', ""6 cups mâche (lamb's lettuce) leaves"", '2 cups frisée lettuce, torn into bite-size pieces', '1/2 cucumber, peeled, seeded, and thinly sliced (optional)', '7 ounces sushi-grade salmon, skin removed', '1 teaspoon sesame seeds, toasted']","In a large bowl, whisk together the flour, salt, and baking powder. Add the shortening and use a pastry blender or 2 forks to cut the shortening into the flour mixture until it resembles a coarse meal. Gradually add the water in 3 batches and use the pastry blender or forks to gently work it into the dough (the dough will be shaggy at first). Transfer to a work surface, and knead the dough until it's hydrated and starting to smooth out, about 5 minutes (the surface of the dough will still appear shaggy; it will smooth out during resting). Wrap the dough in plastic wrap and let it rest at room temperature for 2 hours.
In a heavy large saucepan over moderate heat, melt the butter. Add the onion, garam masala, mustard seeds, cumin seeds, and curry powder and sauté, stirring occasionally, until the mustard seeds begin to pop and the onion is translucent, about 3 minutes. Add the garlic and sauté, stirring occasionally, until fragrant, about 30 seconds. Remove the pan from the heat and add the turkey, mashed potatoes, peas, and hot chiles and stir to combine. Adjust the seasoning as needed with salt and set aside to let cool before filling the samosas.
Divide the samosa dough into 6 equal parts and roll each into a ball. On a lightly floured surface using a lightly floured rolling pin, roll each ball into a circle that measures about 8 inches across and is about 1/8 inch thick. DO AHEAD: The circles of samosa dough can be made ahead, layered between sheets of wax paper, wrapped in a double layer of plastic, and refrigerated for 24 hours or frozen up to 3 months. Defrost before using.
Cut the dough circles in half, so that there are 12 semicircles. Use a pastry brush to lightly brush the flat edge of 1 semicircle with water then fold 1 corner up and over middle. Fold the second corner over to make a triangle, and pinch the corners of the triangle to seal (leave the rounded side open). Hold the triangle in your hand with the open rounded side facing up and let dough fall open to make a cone. Fill with 1/4 cup filling, lightly brush the remaining open edge of the dough with water and then pinch along the rounded side to seal. Repeat with the remaining dough and filling. DO AHEAD: Filled samosas can be frozen, well wrapped in plastic, up to 3 months. Fry them from a partially defrosted state.
Line a large baking sheet with paper towels.
In a heavy large saucepan or Dutch oven over moderate heat, heat the oil until a deep-fry thermometer registers 160°C. Working in batches, fry the samosas until dark golden brown, about 4 minutes. Transfer as done to the paper-towel-lined baking sheet to drain and cool. Continue to fry the remaining samosas, returning the oil to 160°C between batches. Serve hot with the Cilantro-Mint Chutney and/or the mango Chutney, if desired."
scallops,"['1/3 cup mayonnaise', '2 tsp. fresh lime juice', 'Kosher salt', '1 toasted nori sheet', '1 tsp. ground coriander', '1/2 tsp. ground ginger', '2 Tbsp. vegetable oil, plus more for grill', '12 large dry sea scallops, side muscles removed, patted dry', '1/2 lime', '3 scallions, dark green parts only, very thinly sliced', '1 tsp. Aleppo-style or other mild red pepper flakes or gochugaru (coarse Korean red pepper powder)', 'A spice mill; eight 8"" wooden skewers, soaked at least 1 hour']","In a large bowl, whisk together the flour, salt, and baking powder. Add the shortening and use a pastry blender or 2 forks to cut the shortening into the flour mixture until it resembles a coarse meal. Gradually add the water in 3 batches and use the pastry blender or forks to gently work it into the dough (the dough will be shaggy at first). Transfer to a work surface, and knead the dough until it's hydrated and starting to smooth out, about 5 minutes (the surface of the dough will still appear shaggy; it will smooth out during resting). Wrap the dough in plastic wrap and let it rest at room temperature for 2 hours.
In a heavy large saucepan over moderate heat, melt the butter. Add the onion, garam masala, mustard seeds, cumin seeds, and curry powder and sauté, stirring occasionally, until the mustard seeds begin to pop and the onion is translucent, about 3 minutes. Add the garlic and sauté, stirring occasionally, until fragrant, about 30 seconds. Remove the pan from the heat and add the turkey, mashed potatoes, peas, and hot chiles and stir to combine. Adjust the seasoning as needed with salt and set aside to let cool before filling the samosas.
Divide the samosa dough into 6 equal parts and roll each into a ball. On a lightly floured surface using a lightly floured rolling pin, roll each ball into a circle that measures about 8 inches across and is about 1/8 inch thick. DO AHEAD: The circles of samosa dough can be made ahead, layered between sheets of wax paper, wrapped in a double layer of plastic, and refrigerated for 24 hours or frozen up to 3 months. Defrost before using.
Cut the dough circles in half, so that there are 12 semicircles. Use a pastry brush to lightly brush the flat edge of 1 semicircle with water then fold 1 corner up and over middle. Fold the second corner over to make a triangle, and pinch the corners of the triangle to seal (leave the rounded side open). Hold the triangle in your hand with the open rounded side facing up and let dough fall open to make a cone. Fill with 1/4 cup filling, lightly brush the remaining open edge of the dough with water and then pinch along the rounded side to seal. Repeat with the remaining dough and filling. DO AHEAD: Filled samosas can be frozen, well wrapped in plastic, up to 3 months. Fry them from a partially defrosted state.
Line a large baking sheet with paper towels.
In a heavy large saucepan or Dutch oven over moderate heat, heat the oil until a deep-fry thermometer registers 160°C. Working in batches, fry the samosas until dark golden brown, about 4 minutes. Transfer as done to the paper-towel-lined baking sheet to drain and cool. Continue to fry the remaining samosas, returning the oil to 160°C between batches. Serve hot with the Cilantro-Mint Chutney and/or the mango Chutney, if desired."
seaweed_salad,"['3/4 ounce dried wakame seaweed, cut into 1-inch pieces', '2 cucumbers, peeled, seeded, and diced', '2 tablespoons apple cider vinegar', '1 1/2 tablespoons coconut aminos', '1 tablespoon extra-virgin olive oil', 'Juice of 1/2 small lemon', '1/2-inch piece of fresh ginger, peeled and grated', 'Pinch of fine sea salt']","In a large bowl, whisk together the flour, salt, and baking powder. Add the shortening and use a pastry blender or 2 forks to cut the shortening into the flour mixture until it resembles a coarse meal. Gradually add the water in 3 batches and use the pastry blender or forks to gently work it into the dough (the dough will be shaggy at first). Transfer to a work surface, and knead the dough until it's hydrated and starting to smooth out, about 5 minutes (the surface of the dough will still appear shaggy; it will smooth out during resting). Wrap the dough in plastic wrap and let it rest at room temperature for 2 hours.
In a heavy large saucepan over moderate heat, melt the butter. Add the onion, garam masala, mustard seeds, cumin seeds, and curry powder and sauté, stirring occasionally, until the mustard seeds begin to pop and the onion is translucent, about 3 minutes. Add the garlic and sauté, stirring occasionally, until fragrant, about 30 seconds. Remove the pan from the heat and add the turkey, mashed potatoes, peas, and hot chiles and stir to combine. Adjust the seasoning as needed with salt and set aside to let cool before filling the samosas.
Divide the samosa dough into 6 equal parts and roll each into a ball. On a lightly floured surface using a lightly floured rolling pin, roll each ball into a circle that measures about 8 inches across and is about 1/8 inch thick. DO AHEAD: The circles of samosa dough can be made ahead, layered between sheets of wax paper, wrapped in a double layer of plastic, and refrigerated for 24 hours or frozen up to 3 months. Defrost before using.
Cut the dough circles in half, so that there are 12 semicircles. Use a pastry brush to lightly brush the flat edge of 1 semicircle with water then fold 1 corner up and over middle. Fold the second corner over to make a triangle, and pinch the corners of the triangle to seal (leave the rounded side open). Hold the triangle in your hand with the open rounded side facing up and let dough fall open to make a cone. Fill with 1/4 cup filling, lightly brush the remaining open edge of the dough with water and then pinch along the rounded side to seal. Repeat with the remaining dough and filling. DO AHEAD: Filled samosas can be frozen, well wrapped in plastic, up to 3 months. Fry them from a partially defrosted state.
Line a large baking sheet with paper towels.
In a heavy large saucepan or Dutch oven over moderate heat, heat the oil until a deep-fry thermometer registers 160°C. Working in batches, fry the samosas until dark golden brown, about 4 minutes. Transfer as done to the paper-towel-lined baking sheet to drain and cool. Continue to fry the remaining samosas, returning the oil to 160°C between batches. Serve hot with the Cilantro-Mint Chutney and/or the mango Chutney, if desired."
shrimp_and_grits,"['3/4 cup sour cream', '3 tablespoons lemon juice', '1 1/4 teaspoons kosher salt, divided, plus more to taste', '3/4 cup corn flour', '1/2 teaspoon baking powder', '1/2 teaspoon Old Bay seasoning', '1 large egg', '1 cup buttermilk', '4 scallions, thinly sliced', '1 red or green jalapeño, seeded, finely chopped', '1/2 pound small shrimp, peeled, deveined, coarsely chopped', '1 1/2 cups fresh corn kernels (from about 2 ears of corn)', '3/4 cup grated cheddar (about 3 ounces)', 'Grapeseed or canola oil (for frying)', 'Lemon wedges (for serving)']","In a large bowl, whisk together the flour, salt, and baking powder. Add the shortening and use a pastry blender or 2 forks to cut the shortening into the flour mixture until it resembles a coarse meal. Gradually add the water in 3 batches and use the pastry blender or forks to gently work it into the dough (the dough will be shaggy at first). Transfer to a work surface, and knead the dough until it's hydrated and starting to smooth out, about 5 minutes (the surface of the dough will still appear shaggy; it will smooth out during resting). Wrap the dough in plastic wrap and let it rest at room temperature for 2 hours.
In a heavy large saucepan over moderate heat, melt the butter. Add the onion, garam masala, mustard seeds, cumin seeds, and curry powder and sauté, stirring occasionally, until the mustard seeds begin to pop and the onion is translucent, about 3 minutes. Add the garlic and sauté, stirring occasionally, until fragrant, about 30 seconds. Remove the pan from the heat and add the turkey, mashed potatoes, peas, and hot chiles and stir to combine. Adjust the seasoning as needed with salt and set aside to let cool before filling the samosas.
Divide the samosa dough into 6 equal parts and roll each into a ball. On a lightly floured surface using a lightly floured rolling pin, roll each ball into a circle that measures about 8 inches across and is about 1/8 inch thick. DO AHEAD: The circles of samosa dough can be made ahead, layered between sheets of wax paper, wrapped in a double layer of plastic, and refrigerated for 24 hours or frozen up to 3 months. Defrost before using.
Cut the dough circles in half, so that there are 12 semicircles. Use a pastry brush to lightly brush the flat edge of 1 semicircle with water then fold 1 corner up and over middle. Fold the second corner over to make a triangle, and pinch the corners of the triangle to seal (leave the rounded side open). Hold the triangle in your hand with the open rounded side facing up and let dough fall open to make a cone. Fill with 1/4 cup filling, lightly brush the remaining open edge of the dough with water and then pinch along the rounded side to seal. Repeat with the remaining dough and filling. DO AHEAD: Filled samosas can be frozen, well wrapped in plastic, up to 3 months. Fry them from a partially defrosted state.
Line a large baking sheet with paper towels.
In a heavy large saucepan or Dutch oven over moderate heat, heat the oil until a deep-fry thermometer registers 160°C. Working in batches, fry the samosas until dark golden brown, about 4 minutes. Transfer as done to the paper-towel-lined baking sheet to drain and cool. Continue to fry the remaining samosas, returning the oil to 160°C between batches. Serve hot with the Cilantro-Mint Chutney and/or the mango Chutney, if desired."
spaghetti_bolognese,"['2 (28-ounce) cans whole tomatoes with juice or crushed tomatoes', '3 tablespoons olive oil', '6 ounces pancetta or 6 slices bacon, finely chopped', '1/4 pound ground pork (not lean)', '1/4 pound ground beef chuck (not lean)', '1/4 pound ground veal', '1 small onion, finely chopped (about 1 cup)', '1 carrot, finely chopped (about 1 cup)', '1 cup dry red wine', '1 cup heavy cream', '1 teaspoon kosher salt', '1 teaspoon freshly ground black pepper', '1 pound small pasta such as orecchiette or rotini', 'Garnish: Freshly grated Parmigiano-Reggiano cheese']","In a large bowl, whisk together the flour, salt, and baking powder. Add the shortening and use a pastry blender or 2 forks to cut the shortening into the flour mixture until it resembles a coarse meal. Gradually add the water in 3 batches and use the pastry blender or forks to gently work it into the dough (the dough will be shaggy at first). Transfer to a work surface, and knead the dough until it's hydrated and starting to smooth out, about 5 minutes (the surface of the dough will still appear shaggy; it will smooth out during resting). Wrap the dough in plastic wrap and let it rest at room temperature for 2 hours.
In a heavy large saucepan over moderate heat, melt the butter. Add the onion, garam masala, mustard seeds, cumin seeds, and curry powder and sauté, stirring occasionally, until the mustard seeds begin to pop and the onion is translucent, about 3 minutes. Add the garlic and sauté, stirring occasionally, until fragrant, about 30 seconds. Remove the pan from the heat and add the turkey, mashed potatoes, peas, and hot chiles and stir to combine. Adjust the seasoning as needed with salt and set aside to let cool before filling the samosas.
Divide the samosa dough into 6 equal parts and roll each into a ball. On a lightly floured surface using a lightly floured rolling pin, roll each ball into a circle that measures about 8 inches across and is about 1/8 inch thick. DO AHEAD: The circles of samosa dough can be made ahead, layered between sheets of wax paper, wrapped in a double layer of plastic, and refrigerated for 24 hours or frozen up to 3 months. Defrost before using.
Cut the dough circles in half, so that there are 12 semicircles. Use a pastry brush to lightly brush the flat edge of 1 semicircle with water then fold 1 corner up and over middle. Fold the second corner over to make a triangle, and pinch the corners of the triangle to seal (leave the rounded side open). Hold the triangle in your hand with the open rounded side facing up and let dough fall open to make a cone. Fill with 1/4 cup filling, lightly brush the remaining open edge of the dough with water and then pinch along the rounded side to seal. Repeat with the remaining dough and filling. DO AHEAD: Filled samosas can be frozen, well wrapped in plastic, up to 3 months. Fry them from a partially defrosted state.
Line a large baking sheet with paper towels.
In a heavy large saucepan or Dutch oven over moderate heat, heat the oil until a deep-fry thermometer registers 160°C. Working in batches, fry the samosas until dark golden brown, about 4 minutes. Transfer as done to the paper-towel-lined baking sheet to drain and cool. Continue to fry the remaining samosas, returning the oil to 160°C between batches. Serve hot with the Cilantro-Mint Chutney and/or the mango Chutney, if desired."
spaghetti_carbonara,"['1/2 teaspoon coarse kosher salt', '1/2 teaspoon coriander seeds, crushed', '1 pound fresh pork belly', '1 small onion, quartered', '1 small carrot, peeled, quartered', '1/2 celery stalk, cut into 2-inch pieces', '2 garlic cloves, peeled, smashed', '1 bay leaf', '1/4 teaspoon whole black peppercorns', '2 tablespoons (or more) dry white wine', '1/2 cup low-salt chicken broth', '2 tablespoons olive oil', '1 garlic clove, minced', '1/4 cup dry white wine', '1 pound spaghetti', '1 1/2 cups fresh shelled peas (from about 1 1/2 pounds peas in pods) or 1 1/2 cups frozen petite peas, thawed', '2 large eggs', '1/2 cup grated Parmesan cheese, divided', '1/4 cup grated Pecorino Romano cheese', '1/4 cup chopped fresh Italian parsley']","Rub coarse salt and coriander into pork belly. Cover and chill at least 4 hours and up to 2 days.
Preheat oven to 140°C. Place pork belly in large ovenproof saucepan. Add onion, next 5 ingredients, 2 tablespoons wine, and chicken broth. Bring to boil, cover, and transfer to oven. Cook until pork is very tender when pierced with fork, turning every 30 minutes, about 2 hours 15 minutes. Cool slightly. Cover and chill at least 1 day and up to 2 days.
Discard any solidified fat on surface of pork belly mixture. Remove pork from cooking liquid, scraping any gelatinous mixture back into saucepan. Rewarm mixture in saucepan just until melted. Strain liquid into measuring cup. Add white wine if necessary to measure 1/2 cup. Cut rind and all but 1/4-inch layer of fat from pork belly. Slice pork crosswise into 1/2-inch slices, then cut slices crosswise into 1/2-inch-thick strips.
Heat oil in heavy large skillet over medium-high heat. Add pork belly and cook until browned on all sides, stirring often, about 7 minutes. Add garlic and sauté 1 minute. Add pork cooking liquid and 1/4 cup wine. Bring to boil, then cover and keep warm.
Cook spaghetti in large pot of boiling salted water until almost tender but still firm to bite, stirring occasionally. Add peas; cook 1 minute longer.
Meanwhile, whisk eggs in large bowl. Add 1/4 cup Parmesan cheese, Pecorino Romano cheese, and parsley; set aside.
Drain pasta, reserving 1 cup cooking liquid. Whisk 1/4 cup hot cooking liquid into egg mixture. Add pasta; toss to coat. Add mixture to skillet with pork and toss, adding more cooking liquid by tablespoonfuls if dry. Season generously with black pepper. Divide among bowls and serve, passing remaining 1/4 cup Parmesan cheese alongside."
spring_rolls,"['1 ounce dried bean thread noodles, soaked in hot water for 30 minutes, drained, and cut into 1/2-inch pieces with a scissors (about 2/3 cup)', '1 tablespoon dried tree ear mushrooms, soaked in hot water for 30 minutes, drained, and stems trimmed and chopped with a scissors', '2/3 cup finely minced yellow onion', '2 carrots, grated', '3 green onions, thinly sliced', '2 eggs', '2 tablespoons fish sauce', '1/2 tablespoon minced garlic', '1/4 teaspoon salt', '2 teaspoons sugar', '1/2 teaspoon ground black pepper', '1/2 pound ground chicken', '1/2 pound ground pork', '2 tablespoons cornstarch', '1/3 cup water', '15 thin spring roll wrappers such as Menlo brand', 'Oil for frying', 'Table Salad', 'Vietnamese Dipping Sauce']","Rub coarse salt and coriander into pork belly. Cover and chill at least 4 hours and up to 2 days.
Preheat oven to 140°C. Place pork belly in large ovenproof saucepan. Add onion, next 5 ingredients, 2 tablespoons wine, and chicken broth. Bring to boil, cover, and transfer to oven. Cook until pork is very tender when pierced with fork, turning every 30 minutes, about 2 hours 15 minutes. Cool slightly. Cover and chill at least 1 day and up to 2 days.
Discard any solidified fat on surface of pork belly mixture. Remove pork from cooking liquid, scraping any gelatinous mixture back into saucepan. Rewarm mixture in saucepan just until melted. Strain liquid into measuring cup. Add white wine if necessary to measure 1/2 cup. Cut rind and all but 1/4-inch layer of fat from pork belly. Slice pork crosswise into 1/2-inch slices, then cut slices crosswise into 1/2-inch-thick strips.
Heat oil in heavy large skillet over medium-high heat. Add pork belly and cook until browned on all sides, stirring often, about 7 minutes. Add garlic and sauté 1 minute. Add pork cooking liquid and 1/4 cup wine. Bring to boil, then cover and keep warm.
Cook spaghetti in large pot of boiling salted water until almost tender but still firm to bite, stirring occasionally. Add peas; cook 1 minute longer.
Meanwhile, whisk eggs in large bowl. Add 1/4 cup Parmesan cheese, Pecorino Romano cheese, and parsley; set aside.
Drain pasta, reserving 1 cup cooking liquid. Whisk 1/4 cup hot cooking liquid into egg mixture. Add pasta; toss to coat. Add mixture to skillet with pork and toss, adding more cooking liquid by tablespoonfuls if dry. Season generously with black pepper. Divide among bowls and serve, passing remaining 1/4 cup Parmesan cheese alongside."
steak,"['1 lb. sirloin steak', '1 Tbsp. cornstarch', '2 Tbsp. soy sauce, divided', '4 Tbsp. vegetable oil, divided', '1 bunch asparagus, trimmed, cut into 1"" pieces', '8 oz. sugar snap peas, trimmed, strings removed', '1 (2"") piece ginger, scrubbed, very thinly sliced crosswise', '6 scallions, thinly sliced, divided', '1/4 cup oyster sauce', '3 Tbsp. mirin (Japanese rice wine)', '2 Tbsp. unseasoned rice vinegar', 'Kosher salt', 'Cooked rice (for serving)']","Rub coarse salt and coriander into pork belly. Cover and chill at least 4 hours and up to 2 days.
Preheat oven to 140°C. Place pork belly in large ovenproof saucepan. Add onion, next 5 ingredients, 2 tablespoons wine, and chicken broth. Bring to boil, cover, and transfer to oven. Cook until pork is very tender when pierced with fork, turning every 30 minutes, about 2 hours 15 minutes. Cool slightly. Cover and chill at least 1 day and up to 2 days.
Discard any solidified fat on surface of pork belly mixture. Remove pork from cooking liquid, scraping any gelatinous mixture back into saucepan. Rewarm mixture in saucepan just until melted. Strain liquid into measuring cup. Add white wine if necessary to measure 1/2 cup. Cut rind and all but 1/4-inch layer of fat from pork belly. Slice pork crosswise into 1/2-inch slices, then cut slices crosswise into 1/2-inch-thick strips.
Heat oil in heavy large skillet over medium-high heat. Add pork belly and cook until browned on all sides, stirring often, about 7 minutes. Add garlic and sauté 1 minute. Add pork cooking liquid and 1/4 cup wine. Bring to boil, then cover and keep warm.
Cook spaghetti in large pot of boiling salted water until almost tender but still firm to bite, stirring occasionally. Add peas; cook 1 minute longer.
Meanwhile, whisk eggs in large bowl. Add 1/4 cup Parmesan cheese, Pecorino Romano cheese, and parsley; set aside.
Drain pasta, reserving 1 cup cooking liquid. Whisk 1/4 cup hot cooking liquid into egg mixture. Add pasta; toss to coat. Add mixture to skillet with pork and toss, adding more cooking liquid by tablespoonfuls if dry. Season generously with black pepper. Divide among bowls and serve, passing remaining 1/4 cup Parmesan cheese alongside."
strawberry_shortcake,"['1 cup (2 sticks) unsalted butter', '8 large eggs', '1 3/4 cups sugar', '1/2 teaspoon kosher salt', '1 tablespoon thyme leaves', '1 teaspoon vanilla extract', '1 3/4 cups all-purpose flour, divided', '1/2 cup sugar', '6 thyme sprigs', '1 pound strawberries, hulled, halved or quartered if large, divided', '2 cups heavy cream', '1/2 cup sour cream', 'Baby strawberries (optional) and thyme sprigs (for serving)', '2 (8-inch) springform pans, preferably light-colored']","Place a rack in middle of oven; preheat to 180°C. Line bottom of pans with parchment paper, leaving sides unlined and ungreased. Melt butter in a small pot over medium heat; set aside.
Whisk eggs, sugar, and salt in the bowl of a stand mixer. Place stand mixer bowl over a pot of barely simmering water and cook, whisking constantly, until mixture is warm to the touch and sugar is dissolved (use your fingers to check). Transfer bowl to stand mixer and beat on medium-high speed with the whisk attachment until mixture is cooled and tripled in volume, about 5 minutes (when you lift the whisk, mixture should fall back on itself in thick ribbons).
Transfer melted butter to a medium bowl. Add thyme, vanilla, and 1 cup egg mixture to butter and whisk to combine.
Transfer remaining egg mixture to a large wide bowl. Sift half of the flour over egg mixture. Using a rubber spatula or large balloon whisk, fold flour gently into egg mixture until almost fully incorporated. Repeat with the remaining flour, then fold in butter mixture with spatula just until incorporated. Gently divide batter between prepared pans; smooth surface.
Bake cakes until tops are deep golden and centers spring back when pressed lightly, 25–30 minutes. Immediately run a knife around edges and remove springform. Transfer pans to a wire rack and let cakes cool completely.
Bring sugar, thyme, and 1/2 cup water to a boil in a small saucepan. Let sit until cool, about 30 minutes. Strain through a fine-mesh sieve into a measuring cup and chill until ready to use.
Using a serrated knife, trim top of each cake to make them flat. Brush tops with 2–3 Tbsp. syrup per cake, depending on how concentrated you'd like the thyme flavor to be.
Toss 10 oz. strawberries with1 Tbsp. syrup in a medium bowl and let sit at least 10 minutes or up to 1 hour.
Meanwhile, whip heavy cream to soft peaks in the bowl of stand mixer fitted with the whisk attachment. Add sour cream and 2 Tbsp. syrup and whip to stiff peaks.
Transfer 1 cake layer to a platter and top with syrup-macerated strawberries. Top with half of the whipped cream, then place second cake layer gently on the first. Top with remaining whipped cream. Chill to set, at least 1 hour. Just before serving, arrange remaining 6 oz. strawberries, baby strawberries, if using, and thyme over cake.
Cakes can be baked and syrup-soaked, but not assembled, 2 days ahead; wrap layers separately in plastic and chill. Thyme syrup can be made 5 days ahead; chill in a resealable container. Assembled cake can be made 12 hours ahead; chill."
sushi,"['cooked sushi rice 1 1/4 cups (6 oz/185 g)', 'unseasoned rice vinegar 1 teaspoon', 'toasted nori seaweed 1 sheet, about 7 by 8 inches (18 by 20 cm)', 'toasted sesame seeds 1 tablespoon, plus more for sprinkling', 'English cucumber 1/4, peeled and cut into thin matchsticks', 'carrot 1/2, peeled and cut into thin matchsticks', 'ripe avocado 1/4, thinly sliced', 'soy sauce and pickled ginger slices for serving (optional)']","Place a rack in middle of oven; preheat to 180°C. Line bottom of pans with parchment paper, leaving sides unlined and ungreased. Melt butter in a small pot over medium heat; set aside.
Whisk eggs, sugar, and salt in the bowl of a stand mixer. Place stand mixer bowl over a pot of barely simmering water and cook, whisking constantly, until mixture is warm to the touch and sugar is dissolved (use your fingers to check). Transfer bowl to stand mixer and beat on medium-high speed with the whisk attachment until mixture is cooled and tripled in volume, about 5 minutes (when you lift the whisk, mixture should fall back on itself in thick ribbons).
Transfer melted butter to a medium bowl. Add thyme, vanilla, and 1 cup egg mixture to butter and whisk to combine.
Transfer remaining egg mixture to a large wide bowl. Sift half of the flour over egg mixture. Using a rubber spatula or large balloon whisk, fold flour gently into egg mixture until almost fully incorporated. Repeat with the remaining flour, then fold in butter mixture with spatula just until incorporated. Gently divide batter between prepared pans; smooth surface.
Bake cakes until tops are deep golden and centers spring back when pressed lightly, 25–30 minutes. Immediately run a knife around edges and remove springform. Transfer pans to a wire rack and let cakes cool completely.
Bring sugar, thyme, and 1/2 cup water to a boil in a small saucepan. Let sit until cool, about 30 minutes. Strain through a fine-mesh sieve into a measuring cup and chill until ready to use.
Using a serrated knife, trim top of each cake to make them flat. Brush tops with 2–3 Tbsp. syrup per cake, depending on how concentrated you'd like the thyme flavor to be.
Toss 10 oz. strawberries with1 Tbsp. syrup in a medium bowl and let sit at least 10 minutes or up to 1 hour.
Meanwhile, whip heavy cream to soft peaks in the bowl of stand mixer fitted with the whisk attachment. Add sour cream and 2 Tbsp. syrup and whip to stiff peaks.
Transfer 1 cake layer to a platter and top with syrup-macerated strawberries. Top with half of the whipped cream, then place second cake layer gently on the first. Top with remaining whipped cream. Chill to set, at least 1 hour. Just before serving, arrange remaining 6 oz. strawberries, baby strawberries, if using, and thyme over cake.
Cakes can be baked and syrup-soaked, but not assembled, 2 days ahead; wrap layers separately in plastic and chill. Thyme syrup can be made 5 days ahead; chill in a resealable container. Assembled cake can be made 12 hours ahead; chill."
tacos,"['215g (7½ oz.) can chipotle chillies in adobo sauce, chillies finely chopped and sauce reserved', '1 tablespoon maple syrup', '2 cloves garlic, finely chopped', '2 tablespoons extra virgin olive oil', '500g (1 lb. 2 oz.) chicken thigh fillets, trimmed and quartered', '500g (1 lb. 2 oz.) cauliflower florets (about 1 head)', 'Sea salt and cracked black pepper', '12 small corn tortillas, lightly toasted', '3⅓ cups (300g/10 oz.) finely shredded purple cabbage', '1 cup (12g/½oz) cilantro sprigs', 'Pickled red onions, to serve', 'Lime wedges, to serve', '½ cup (140g/5 oz.) plain Greek-style yogurt', '1½ tablespoons lime juice', 'Sea salt and cracked black pepper']","Preheat oven to 220°C. Line 2 oven trays with non-stick baking paper.
Place the chopped chillies and reserved adobo sauce in a large bowl. Add the maple syrup, garlic and oil and mix to combine.
Place the chicken in a separate large bowl and top with half the chipotle mixture. Toss to coat. Add the cauliflower to the remaining chipotle mixture and toss to coat.
Transfer the chicken and cauliflower to the trays and sprinkle with salt and pepper. Roast for 20 minutes or until the cauliflower is just charred on the edges, the chicken is cooked through and the sauce has thickened.
To make the lime dressing, place the yogurt, lime juice, salt and pepper in a small bowl and mix to combine.
Fill the warm tortillas with the cabbage, chicken, cauliflower and coriander. Drizzle with the lime dressing and serve with pickled onion and lime wedges."
tiramisu,"['1 1/2 cups espresso or strong coffee', '1/4 cup sugar', '1 3/4 cups mascarpone cheese, divided', '2 tablespoons plus 1/2 cup sugar', '1/4 teaspoon vanilla extract', '1/2 teaspoon unflavored gelatin', '4 large egg yolks', '1 cup chilled heavy whipping cream, divided', '6 ounces bittersweet chocolate (do not exceed 61% cacao), chopped, plus more for shaving', 'About 48 soft ladyfingers']","Preheat oven to 220°C. Line 2 oven trays with non-stick baking paper.
Place the chopped chillies and reserved adobo sauce in a large bowl. Add the maple syrup, garlic and oil and mix to combine.
Place the chicken in a separate large bowl and top with half the chipotle mixture. Toss to coat. Add the cauliflower to the remaining chipotle mixture and toss to coat.
Transfer the chicken and cauliflower to the trays and sprinkle with salt and pepper. Roast for 20 minutes or until the cauliflower is just charred on the edges, the chicken is cooked through and the sauce has thickened.
To make the lime dressing, place the yogurt, lime juice, salt and pepper in a small bowl and mix to combine.
Fill the warm tortillas with the cabbage, chicken, cauliflower and coriander. Drizzle with the lime dressing and serve with pickled onion and lime wedges."
waffles,"['3 cups all-purpose flour', '1 tablespoon baking powder', '3/4 teaspoon baking soda', '1 teaspoon salt', '3 1/4 cups well-shaken buttermilk', '1 1/2 sticks (12 tablespoons) unsalted butter, melted and cooled', '3 large eggs, lightly beaten', 'Vegetable oil for brushing waffle iron, if necessary', 'Accompaniment: butter and pure maple syrup', 'A well-seasoned or nonstick Belgian or standard waffle iron']","Preheat waffle iron. Put a rack in middle of oven and preheat oven to 90°C.
Whisk together flour, baking powder, baking soda, and salt in a large bowl. Add buttermilk, butter, and eggs and stir until smooth (batter will be thick).
Brush waffle iron lightly with vegetable oil, if necessary, and spoon batter into waffle iron, using 1/2 cup batter for each 4-inch-square Belgian waffle or 1/4 cup batter for each 4-inch-square standard waffle and spreading batter evenly. Cook according to manufacturer's instructions. Transfer waffle to a baking sheet and keep warm, uncovered, in oven. Make more waffles with remaining batter in same manner.
Serve with butter and maple syrup."
